Fecha Estreno;ing Titulo;Entradas Total;entradas_total (v_is_pelicula_diario);Espec. Semana;Pantallas;Rank;Semana Cartel
1/10/2021;CICLO OCTUBRE SALA 2;338;;90;1;38;4
9/9/2021;MALIGNO;89031;;88;1;39;8
14/10/2021;GRIMORIO;88;;86;1;40;2
7/10/2021;LAZOS DE FAMILIA;2363;;85;2;41;3
12/6/2021;RAFA, SU PAPÁ Y YO;124;;84;1;42;6
19/7/2021;CON NOMBRE DE FLOR;120;;81;1;43;2
23/9/2021;KARNAWAL;1517;;74;5;44;5
12/4/2001;LA CIENAGA;131585;;73;1;45;56
26/8/2021;CICATRICES;1301;;67;1;46;6
5/8/2021;MARTIN EDEN;2849;;64;2;47;9
23/9/2021;LA FIESTA SILENCIOSA;268;;57;1;48;5
28/10/2021;RIZOMA. EN LA MEMORIA;57;;57;1;49;1
1/7/2021;LOS CROODS 2: UNA NUEVA ERA;317342;;52;1;50;17
15/7/2021;LA PURGA POR SIEMPRE;224504;;52;1;51;15
10/6/2021;EL CONJURO: EL DIABLO ME OBLIGO A HACERLO;429071;;51;1;52;20
19/9/2019;VARDA POR AGNES;3675;;49;1;53;15
18/3/2021;CORPUS CHRISTI;3415;;49;1;54;11
2/1/2020;BACURAU;7545;;34;1;55;12
11/2/2021;MAÑANA TAL VEZ;741;;33;1;56;18
14/10/2021;UN CUERPO ESTALLO EN MIL PEDAZOS;544;;32;1;57;2
30/9/2021;LA CRECIENTE;63;;31;3;58;4
26/9/2019;PAJAROS DE VERANO;2774;;30;1;59;10
28/1/2021;MADRE BAILE;661;;27;2;60;11
26/12/2019;LA GOMERA;10177;;26;1;61;19
14/10/2021;LA INVENCION DE CASTAGNO;27;;23;1;62;2
15/7/2021;SPACE JAM: UNA NUEVA ERA;637122;;20;1;63;16
14/10/2021;DESEQUILIBRADOS;313;;19;1;64;2
19/12/2019;LA NOCHE MÁS LARGA;18812;;15;1;65;19
29/7/2021;JUNGLE CRUISE;224668;;15;1;66;14
9/9/2021;ESQUIRLAS;602;;14;3;67;7
28/11/2019;EL SILENCIO DEL CAZADOR;3991;;13;1;68;19
1/10/2021;DU CINEMA;33;;13;1;69;4
14/10/2021;CICLO DOCUMENTAL OCTUBRE - SALA 2;27;;13;1;70;2
23/9/2021;YO ADOLESCENTE;183;;12;2;71;5
1/10/2021;PROGRAMACION OCTUBRE - EL JARDIN DE LAS DELICIAS 600750;89;;12;1;72;4
14/10/2021;MATAR AL DRAGON;36;;11;2;73;3
16/3/2021;LAVA;23;;10;1;74;2
7/10/2021;SANGRE VURDALAK;32;;10;2;75;3
15/4/2021;FANTASMA VUELVE AL PUEBLO;388;;8;1;76;4
25/2/2021;PLANTA PERMANENTE;719;;7;1;77;13
9/9/2021;LA CHICA MAS RARA DEL MUNDO;1139;;7;1;78;6
19/12/2019;UNA CASA LEJOS;1879;;6;1;79;24
15/4/2021;LAS MOTITOS;636;;6;2;80;14
26/8/2021;LAS RANAS;612;;4;1;81;7
6/4/2017;SOLDADO ARGENTINO SOLO CONOCIDO POR DIOS;51311;;3;1;82;22
1/8/2019;VIGILIA EN AGOSTO;2888;;3;1;83;13
18/3/2021;BANDIDO;1414;;3;1;84;14
21/11/2019;VENEZIA;1575;;3;1;85;8
18/2/2021;AZUL EL MAR;65;;2;1;86;3
20/5/2021;LOS RAYOS;476;;2;1;87;10
6/6/2019;EL HIJO DEL CAZADOR;439;;2;1;88;6
8/4/2021;NOSOTRAS TAMBIÉN ESTUVIMOS;140;;2;1;89;5
4/3/2021;ANDA A LAVAR LOS PLATOS;389;;2;1;90;11
